customer_id,age,gender,employment_status,employment_length_years,annual_income,monthly_income,total_debt,credit_card_debt,mortgage_debt,auto_loan_debt,debt_to_income_ratio,credit_score,num_open_accounts,num_credit_cards,credit_utilization,late_payments_last_2y,serious_delinquencies,num_credit_inquiries_last_6m,oldest_account_age_years,avg_account_age_years,loan_amount_requested,loan_purpose,loan_term_months,interest_rate_offered,default,loan_to_income_ratio,debt_to_credit_limit
CUST_01700,54,M,Employed,0.7,"500,000.00","41,666.00","36,266.00","36,266.00",0.00,0.00,0.073,788,8,4,0.242,2,0,1,28.7,21.9,92963,Debt Consolidation,48,0.08,0,0.186,0.242
CUST_01701,23,F,Employed,2.4,"500,000.00","41,666.00","333,378.29","31,529.00","301,849.00",0.00,0.667,806,6,4,0.21,1,0,0,2.1,1.5,150000,Business,48,0.088,0,0.3,0.21
CUST_01702,38,M,Employed,1.8,"500,000.00","41,666.00","145,220.52","12,658.00","132,562.00",0.00,0.29,835,8,3,0.084,0,0,2,18,10.1,131329,Home Improvement,36,0.079,0,0.263,0.084
CUST_01703,-5,M,Employed,1.1,"500,000.00","41,666.00","425,644.18","36,342.00","389,302.00",0.00,0.851,850,6,5,0.242,0,0,5,16.3,9.3,141888,Other,36,0.078,0,0.284,0.242
CUST_01704,54,F,Employed,0.6,"500,000.00","41,666.00","263,232.13","22,425.00","240,807.00",0.00,0.526,801,11,3,,0,0,0,21,15.9,135006,Home Improvement,24,0.086,0,0.27,0.149
CUST_01705,34,F,Employed,4.2,"500,000.00","41,666.00","13,855.00","13,855.00",0.00,0.00,0.028,765,5,5,0.092,0,0,0,14.3,11.7,150000,Debt Consolidation,72,0.095,0,0.3,0.092
CUST_01706,44,M,Employed,3.8,"500,000.00","41,666.00","58,323.00","58,323.00",0.00,0.00,0.117,795,4,2,0.389,1,0,1,20,15.8,150000,Other,72,0.09,0,0.3,0.389
CUST_01707,39,F,Employed,23,"500,000.00","41,666.00","368,908.50","37,211.00","331,697.00",0.00,0.738,680,6,3,0.248,0,0,0,16,11.3,52014,Business,36,0.09,0,0.104,0.248
CUST_01708,50,F,Self-employed,,"500,000.00","41,666.00","366,438.34","38,882.00","297,201.00","30,354.00",0.733,654,6,2,0.259,1,0,1,25.5,21.2,150000,Business,60,0.115,0,0.3,0.259
CUST_01709,68,F,Employed,36.6,"500,000.00","41,666.00","404,836.45","34,689.00","353,910.00","16,236.00",0.81,838,7,2,0.231,0,0,1,38.4,31,150000,Home Improvement,60,0.082,0,0.3,0.231
CUST_01710,42,M,Employed,7.7,"500,000.00","41,666.00","21,865.00","21,865.00",0.00,0.00,0.044,839,8,0,,0,0,0,16.9,13.5,150000,Business,36,0.082,0,0.3,0.146
CUST_01711,30,F,Part-time,0,"500,000.00","41,666.00","37,380.34","7,080.00",0.00,"30,300.00",0.075,688,6,4,0.047,0,0,1,12,8.9,150000,Home Improvement,48,0.109,0,0.3,0.047
CUST_01712,37,F,Unemployed,0,"4,932,989.78","41,666.00","14,446.00","14,446.00",0.00,0.00,0.029,680,10,5,0.096,1,0,0,10,7.8,150000,Debt Consolidation,48,0.11,0,0.3,0.096
CUST_01713,70,F,Self-employed,0,"500,000.00","41,666.00","24,295.95","11,678.00",0.00,"12,617.00",0.049,850,6,5,0.078,0,0,2,30.2,18.4,150000,Auto,48,0.08,0,0.3,0.078
CUST_01714,36,F,Employed,8.9,"500,000.00","41,666.00","357,964.09","15,460.00","342,504.00",0.00,0.716,850,5,3,0.103,0,0,0,12.6,7.6,150000,Business,36,0.08,0,0.3,0.103
CUST_01715,32,M,Unemployed,0,"500,000.00","41,666.00","29,631.00","29,631.00",0.00,0.00,0.059,763,6,3,0.198,0,0,1,12.3,7.4,34401,Other,48,0.072,0,0.069,0.198
CUST_01716,41,F,Self-employed,3.7,"500,000.00","41,666.00","20,551.00","20,551.00",0.00,0.00,0.041,696,5,5,0.137,1,0,0,14,9.3,150000,Medical,60,0.107,0,0.3,0.137
CUST_01717,45,F,Employed,,"500,000.00","41,666.00","18,667.00","18,667.00",0.00,0.00,0.037,802,6,4,0.124,1,0,1,19.4,14,150000,Business,48,0.088,0,0.3,0.124
CUST_01718,39,F,Employed,0,"500,000.00","41,666.00","25,322.00","25,322.00",0.00,0.00,0.051,838,5,4,0.169,0,0,1,11.9,8.2,150000,Business,60,0.082,0,0.3,0.169
CUST_01719,29,F,Self-employed,0.5,"500,000.00","41,666.00","71,394.73","66,302.00",0.00,"5,092.00",0.143,850,6,5,0.442,0,0,0,11,7.2,150000,Education,60,0.08,0,0.3,0.442
CUST_01720,52,F,Employed,5.2,"500,000.00","41,666.00","21,154.00","21,154.00",0.00,0.00,0.042,780,6,3,0.141,1,0,1,18.6,13,150000,Other,60,0.092,0,0.3,0.141
CUST_01721,50,M,Employed,6,"500,000.00","41,666.00","86,920.75","15,891.00","71,029.00",0.00,0.174,764,11,2,,0,0,1,19.5,9.9,8412,Home Improvement,72,0.067,0,0.017,0.106
CUST_01722,59,M,Employed,1.7,"500,000.00","41,666.00","223,683.36","32,927.00","153,470.00","37,285.00",0.447,,9,4,0.22,0,0,0,30.6,22.7,150000,Other,60,0.08,0,0.3,0.22
CUST_01723,50,F,Self-employed,13.4,"500,000.00","41,666.00","320,662.85","75,474.00","245,188.00",0.00,0.641,829,6,4,0.503,1,0,1,23.5,19.2,150000,Debt Consolidation,60,0.084,1,0.3,0.503
CUST_01724,70,F,Self-employed,1.9,"500,000.00","41,666.00","382,879.45","41,404.00","341,475.00",0.00,0.766,776,8,3,0.276,1,0,2,30.4,24.3,150000,Home Improvement,60,0.093,1,0.3,0.276
CUST_01725,60,F,Employed,9.8,"500,000.00","41,666.00","37,051.00","37,051.00",0.00,0.00,0.074,850,7,6,0.247,0,0,1,24.5,15.9,150000,Business,36,0.08,0,0.3,0.247
CUST_01726,56,F,Self-employed,1.5,"500,000.00","41,666.00","18,059.00","18,059.00",0.00,0.00,0.036,850,7,3,0.12,0,0,0,27.9,20.4,150000,Auto,36,0.08,0,0.3,0.12
CUST_01727,69,M,Retired,3,"500,000.00","41,666.00","31,057.00","31,057.00",0.00,0.00,0.062,,7,2,0.207,0,0,1,31.6,27.3,134419,Home Improvement,36,0.102,0,0.269,0.207
CUST_01728,49,F,Self-employed,2.8,"500,000.00","41,666.00","385,730.43","29,084.00","356,646.00",0.00,0.771,780,7,3,0.194,0,0,0,20.3,11,139301,Business,48,0.09,0,0.279,0.194
CUST_01729,44,F,Employed,1.5,"500,000.00","41,666.00","203,897.00","13,994.00","189,902.00",0.00,0.408,736,7,5,0.093,3,0,1,14,8.7,74015,Home Improvement,48,0.085,0,0.148,0.093
CUST_01730,52,F,Unemployed,0,"500,000.00","41,666.00","15,475.00","15,475.00",0.00,0.00,0.031,809,12,3,0.103,0,0,1,19.8,17.2,150000,Home Improvement,36,0.087,0,0.3,0.103
CUST_01731,26,F,Employed,0.2,"500,000.00","41,666.00","10,743.00","10,743.00",0.00,0.00,0.021,723,7,5,0.072,0,0,0,8,4.9,150000,Home Improvement,36,0.102,0,0.3,0.072
CUST_01732,49,M,Employed,6.3,"500,000.00","41,666.00","356,491.89","43,823.00","312,668.00",0.00,0.713,754,5,3,0.292,0,0,0,17.8,10.7,150000,Business,36,0.097,0,0.3,0.292
CUST_01733,45,M,Employed,8.2,"500,000.00","41,666.00","378,716.78","68,332.00","274,817.00","35,566.00",0.757,789,5,4,0.456,1,0,0,23.5,19.8,150000,Education,12,0.091,0,0.3,0.456
CUST_01734,54,M,Unemployed,0,"500,000.00","41,666.00","83,686.19","55,455.00",0.00,"28,231.00",0.167,841,8,4,0.37,0,1,2,24.7,17.5,150000,Home Improvement,36,0.082,0,0.3,0.37
CUST_01735,66,M,Self-employed,3.2,"500,000.00","41,666.00","34,910.00","34,910.00",0.00,0.00,0.07,832,5,1,0.233,1,0,2,43.7,38.2,71662,Debt Consolidation,48,0.068,1,0.143,0.233
CUST_01736,57,M,Employed,9.7,"500,000.00","41,666.00","430,633.11","27,041.00","370,875.00","32,716.00",0.861,763,7,1,0.18,0,1,1,27.7,14.2,150000,Business,48,0.095,0,0.3,0.18
CUST_01737,37,F,Employed,11.2,"500,000.00","41,666.00","413,115.14","59,782.00","353,333.00",0.00,0.826,850,11,4,0.399,0,1,1,12.2,9.5,150000,Medical,36,0.08,0,0.3,0.399
CUST_01738,62,M,Employed,8.6,"500,000.00","41,666.00","156,544.82","20,226.00","136,318.00",0.00,0.313,829,6,1,0.135,0,0,1,23.1,18.5,13976,Business,36,0.057,0,0.028,0.135
CUST_01739,70,F,Employed,1.8,"500,000.00","41,666.00","54,904.42","35,595.00",0.00,"19,309.00",0.11,850,6,3,0.237,0,0,2,30.6,27.3,150000,Home Improvement,48,0.08,0,0.3,0.237
CUST_01740,66,M,Retired,4.3,"500,000.00","41,666.00","15,717.00","15,717.00",0.00,0.00,0.031,850,6,3,0.105,0,0,1,30.6,17.2,150000,Debt Consolidation,60,0.08,0,0.3,0.105
CUST_01741,31,M,Employed,0.9,"500,000.00","41,666.00","186,607.30","7,595.00","170,082.00","8,930.00",0.373,850,8,4,,0,0,1,13,7,150000,Business,72,0.08,0,0.3,0.051
CUST_01742,57,F,Employed,1.8,"500,000.00","41,666.00","102,722.00","102,722.00",0.00,0.00,0.205,801,11,3,0.685,0,0,0,26.3,15.3,111452,Business,60,0.081,1,0.223,0.685
CUST_01743,32,M,Employed,1.7,"500,000.00","41,666.00","187,314.02","12,761.00","146,072.00","28,480.00",0.375,850,8,5,0.085,0,0,1,10.6,5.4,150000,Debt Consolidation,24,0.08,0,0.3,0.085
CUST_01744,43,F,Employed,8.7,"500,000.00","41,666.00","292,176.69","30,925.00","231,249.00","30,002.00",0.584,840,11,3,0.206,0,0,0,19.8,15.4,150000,Business,36,0.082,0,0.3,0.206
CUST_01745,53,M,Employed,2.3,"500,000.00","41,666.00","178,054.44","104,477.00","73,577.00",0.00,0.356,771,6,1,0.697,2,1,2,33.4,28.5,150000,Medical,60,0.094,1,0.3,0.697
CUST_01746,51,M,Employed,9.3,"500,000.00","41,666.00","291,300.42","79,656.00","176,381.00","35,263.00",0.583,788,7,4,0.531,1,0,1,20.1,15.6,150000,Business,48,0.091,0,0.3,0.531
CUST_01747,66,F,Employed,4.8,"500,000.00","41,666.00","414,751.80","41,163.00","373,588.00",0.00,0.83,779,6,5,0.274,0,0,1,36.6,29.1,150000,Home Improvement,36,0.093,0,0.3,0.274
CUST_01748,70,M,Self-employed,2.5,"500,000.00","41,666.00","42,413.00","42,413.00",0.00,0.00,0.085,759,9,4,0.283,0,0,2,30.1,21,66573,Auto,48,0.079,0,0.133,0.283
CUST_01749,55,M,Part-time,0,"500,000.00","41,666.00","52,154.00","52,154.00",0.00,0.00,0.104,814,10,1,0.348,0,0,0,21.6,15.9,136605,Home Improvement,48,0.084,0,0.273,0.348
CUST_01750,42,M,Self-employed,0.1,"500,000.00","41,666.00","19,183.29","3,963.00",0.00,"15,220.00",0.038,817,9,2,0.026,0,0,0,15.9,12.1,150000,Home Improvement,36,0.086,0,0.3,0.026
CUST_01751,26,F,Unemployed,0,"500,000.00",,"70,175.00","70,175.00",0.00,0.00,0.14,805,4,3,0.468,1,0,1,6.7,4.3,150000,Business,36,0.088,0,0.3,0.468
CUST_01752,70,M,Retired,9.9,"500,000.00",,"77,391.83","43,772.00",0.00,"33,619.00",0.155,827,5,3,0.292,0,0,0,32.8,20.5,150000,Business,36,0.084,0,0.3,0.292
CUST_01753,45,M,Employed,5.3,"500,000.00","41,666.00","17,791.00","17,791.00",0.00,0.00,0.036,792,7,2,0.119,1,0,2,22,13.2,80474,Home Improvement,36,0.076,0,0.161,0.119
CUST_01754,46,F,Employed,0,"500,000.00","41,666.00","79,491.65","46,080.00",0.00,"33,411.00",0.159,,7,2,0.307,2,1,0,17.8,14.5,150000,Debt Consolidation,24,0.093,0,0.3,0.307
CUST_01755,47,F,Self-employed,3.8,"500,000.00","41,666.00","333,434.87","15,382.00","318,052.00",0.00,0.667,850,3,1,0.103,0,0,1,14.5,7.8,150000,Home Improvement,72,0.08,0,0.3,0.103
CUST_01756,54,M,Part-time,0,"500,000.00","41,666.00","31,069.00","31,069.00",0.00,0.00,0.062,850,7,1,,1,0,2,25.8,19.5,150000,Debt Consolidation,48,0.08,1,0.3,0.207
CUST_01757,55,M,Unemployed,0,"500,000.00","41,666.00","7,769.00","7,769.00",0.00,0.00,0.016,795,7,2,0.052,0,0,0,25.7,14.8,150000,Other,48,0.09,0,0.3,0.052
CUST_01758,43,M,Employed,6.5,"500,000.00","41,666.00","201,019.52","25,645.00","165,932.00","9,441.00",0.402,799,6,6,0.171,1,0,1,20.7,18.2,14009,Home Improvement,48,0.062,0,0.028,0.171
CUST_01759,45,F,Self-employed,1.7,"500,000.00","41,666.00","215,512.53","11,057.00","204,455.00",0.00,0.431,620,7,2,0.074,1,0,3,18.6,9.5,85059,Debt Consolidation,36,0.108,0,0.17,0.074
CUST_01760,39,M,Part-time,0,"500,000.00","41,666.00","61,136.00","61,136.00",0.00,0.00,0.122,850,5,5,0.408,2,1,1,13.9,11.9,150000,Other,24,0.08,1,0.3,0.408
CUST_01761,37,F,Employed,18,"500,000.00","41,666.00","3,917.00","3,917.00",0.00,0.00,0.008,703,4,2,0.026,2,1,1,9.7,5.2,76484,Auto,60,0.091,0,0.153,0.026
CUST_01762,37,F,Self-employed,0.6,"500,000.00","41,666.00","53,573.00","53,573.00",0.00,0.00,0.107,728,10,4,0.357,0,0,1,15.4,11.3,67869,Business,48,0.085,1,0.136,0.357
CUST_01763,45,M,Employed,3,"500,000.00","41,666.00","14,216.00","14,216.00",0.00,0.00,0.028,850,7,3,0.095,0,0,1,18.4,15.8,150000,Home Improvement,36,0.08,0,0.3,0.095
CUST_01764,35,F,Unemployed,0,"500,000.00","41,666.00","79,280.00","79,280.00",0.00,0.00,0.159,747,7,3,0.529,1,0,2,10.7,5.9,73128,Business,72,0.083,0,0.146,0.529
CUST_01765,21,M,Student,0,"500,000.00","41,666.00","22,308.00","22,308.00",0.00,0.00,0.045,,4,4,0.149,0,0,1,3,1.7,150000,Business,60,0.08,1,0.3,0.149
CUST_01766,41,M,Employed,9.1,"500,000.00","41,666.00","326,869.80","28,062.00","298,807.00",0.00,0.654,754,6,5,0.187,0,0,0,16.6,14.7,150000,Debt Consolidation,12,0.097,0,0.3,0.187
CUST_01767,32,M,Self-employed,5,"500,000.00","41,666.00","394,103.53","17,743.00","376,360.00",0.00,0.788,651,5,3,0.118,1,0,0,14,12,136643,Debt Consolidation,24,0.112,0,0.273,0.118
CUST_01768,49,M,Employed,4.9,"500,000.00","41,666.00","366,779.46","46,641.00","320,138.00",0.00,0.734,793,6,5,0.311,1,0,3,15.5,8.9,150000,Debt Consolidation,72,0.09,0,0.3,0.311
CUST_01769,38,F,Employed,1.3,"500,000.00","41,666.00","74,448.72","62,801.00",0.00,"11,647.00",0.149,837,8,4,0.419,0,0,1,14.9,8.2,71088,Debt Consolidation,60,0.067,0,0.142,0.419
CUST_01770,54,F,Employed,18.2,"500,000.00","41,666.00","418,504.26","25,554.00","392,950.00",0.00,0.837,811,3,3,0.17,0,0,2,22.7,15.5,150000,Business,60,0.087,0,0.3,0.17
CUST_01771,32,M,Unemployed,0,"500,000.00","41,666.00","40,799.20","27,352.00",0.00,"13,447.00",0.082,745,7,1,0.182,0,0,0,14,7.7,150000,Home Improvement,48,0.099,0,0.3,0.182
CUST_01772,27,F,Employed,0,"500,000.00","41,666.00","432,720.00","35,366.00","397,354.00",0.00,0.865,677,6,0,0.236,0,0,0,9,7.2,150000,Debt Consolidation,60,0.111,0,0.3,0.236
CUST_01773,45,M,Unemployed,,"500,000.00","41,666.00","31,434.00","31,434.00",0.00,0.00,0.063,738,8,5,0.21,1,0,2,17.1,9.4,150000,Debt Consolidation,60,0.1,0,0.3,0.21
CUST_01774,41,M,Unemployed,,"500,000.00","41,666.00","78,000.98","55,417.00",0.00,"22,583.00",0.156,765,7,2,0.369,1,0,0,23,17.8,150000,Home Improvement,48,0.095,0,0.3,0.369
CUST_01775,31,M,Employed,0.8,"500,000.00","41,666.00","22,421.00","22,421.00",0.00,0.00,0.045,850,6,1,0.149,0,0,0,11.3,8.3,150000,Home Improvement,72,0.08,0,0.3,0.149
CUST_01776,60,F,Employed,2.6,"500,000.00","41,666.00","31,667.58","20,801.00",0.00,"10,866.00",0.063,850,6,3,0.139,0,0,1,26.8,23.4,150000,Home Improvement,36,0.08,0,0.3,0.139
CUST_01777,34,F,Employed,4.5,"500,000.00","41,666.00","22,170.00","22,170.00",0.00,0.00,0.044,765,9,1,0.148,1,0,1,16,11.6,62582,Debt Consolidation,60,0.078,0,0.125,0.148
CUST_01778,37,F,Employed,10.8,"500,000.00","41,666.00","194,892.50","65,347.00","117,210.00","12,334.00",0.39,767,4,1,0.436,1,0,2,19,16.8,150000,Auto,72,0.095,0,0.3,0.436
CUST_01779,64,F,Retired,13,"500,000.00","41,666.00","36,302.00","36,302.00",0.00,0.00,0.073,774,8,2,0.242,0,0,2,25.1,21.9,31371,Other,48,0.07,0,0.063,0.242
CUST_01780,55,M,Employed,2.4,"500,000.00",,"107,547.06","48,501.00","59,046.00",0.00,0.215,740,7,4,0.323,0,0,1,37,29.3,47316,Home Improvement,60,0.079,0,0.095,0.323
CUST_01781,33,M,Employed,0,"500,000.00","41,666.00","350,074.52","6,851.00","343,223.00",0.00,0.7,850,7,4,0.046,0,0,1,10,8.5,150000,Home Improvement,60,0.08,0,0.3,0.046
CUST_01782,42,F,Employed,4.4,"500,000.00","41,666.00","427,691.02","65,297.00","362,394.00",0.00,0.855,796,6,1,0.435,1,0,1,20.1,15.4,94726,Home Improvement,60,0.078,0,0.189,0.435
CUST_01783,32,F,Self-employed,0.1,"500,000.00","41,666.00","235,342.01","13,971.00","208,721.00","12,649.00",0.471,850,4,0,0.093,0,0,0,14,7.9,135746,Other,60,0.077,0,0.271,0.093
CUST_01784,63,M,Retired,7.4,"500,000.00","41,666.00","25,276.00","25,276.00",0.00,0.00,0.051,737,7,3,0.169,0,0,0,33.9,24.7,104272,Home Improvement,48,0.091,0,0.209,0.169
CUST_01785,63,F,Self-employed,14.5,"500,000.00","41,666.00","2,472.00","2,472.00",0.00,0.00,0.005,850,10,1,0.016,0,0,0,24.4,21.4,150000,Business,72,0.08,0,0.3,0.016
CUST_01786,70,M,Retired,2.1,"500,000.00","41,666.00","17,920.00","17,920.00",0.00,0.00,0.036,,9,1,0.119,0,0,0,25.5,14,124496,Auto,36,0.098,0,0.249,0.119
CUST_01787,70,M,Retired,5.4,"500,000.00","41,666.00","24,033.00","24,033.00",0.00,0.00,0.048,850,4,6,,0,0,1,36.9,31.7,150000,Other,72,0.08,0,0.3,0.16
CUST_01788,38,F,Employed,0.6,"500,000.00","41,666.00","13,385.00","13,385.00",0.00,0.00,0.027,769,12,3,0.089,0,0,1,13.6,9.9,57932,Home Improvement,24,0.076,0,0.116,0.089
CUST_01789,59,F,Employed,0,"500,000.00","41,666.00","177,276.19","104,650.00","72,626.00",0.00,0.355,850,11,1,0.698,1,1,1,34.8,23.9,86100,Medical,24,0.067,0,0.172,0.698
CUST_01790,26,M,Self-employed,6.1,"500,000.00","41,666.00","52,143.00","52,143.00",0.00,0.00,0.104,702,4,4,0.348,1,0,0,5.3,3.6,150000,Education,48,0.106,0,0.3,0.348
CUST_01791,50,M,Employed,0.8,"500,000.00","41,666.00","157,984.95","38,108.00","109,534.00","10,342.00",0.316,850,6,0,0.254,0,0,0,22.2,12.4,143300,Education,48,0.079,0,0.287,0.254
CUST_01792,54,F,Employed,5.5,"500,000.00","41,666.00","119,115.81","28,521.00","90,594.00",0.00,0.238,829,7,2,0.19,0,0,0,27.2,14.4,139904,Business,36,0.082,0,0.28,0.19
CUST_01793,35,F,Employed,1.4,"500,000.00","41,666.00","132,034.20","12,581.00","112,173.00","7,279.00",0.264,671,8,2,0.084,0,0,1,8,5.7,150000,Business,48,0.112,1,0.3,0.084
CUST_01794,38,F,Employed,0.5,"500,000.00","41,666.00","106,376.24","27,822.00","78,554.00",0.00,0.213,850,8,3,0.185,2,0,3,15.3,9.4,125045,Business,12,0.075,1,0.25,0.185
CUST_01795,63,F,Retired,,"500,000.00","41,666.00","36,671.73","23,132.00",0.00,"13,539.00",0.073,769,5,1,0.154,0,0,1,28.5,14.8,150000,Other,60,0.094,0,0.3,0.154
CUST_01796,54,M,Employed,7.8,"500,000.00","41,666.00","105,878.75","14,977.00","90,901.00",0.00,0.212,759,8,2,0.1,0,0,3,36,32.1,12417,Other,48,0.069,0,0.025,0.1
CUST_01797,70,F,Retired,14.8,"500,000.00","41,666.00","124,238.22","105,482.00",0.00,"18,756.00",0.248,809,7,10,0.703,1,0,2,32.4,26.4,150000,Business,72,0.087,0,0.3,0.703
CUST_01798,70,F,Retired,10.6,"500,000.00","41,666.00","12,773.00","12,773.00",0.00,0.00,0.026,850,4,5,0.085,0,1,1,28.4,14.4,150000,Business,72,0.08,0,0.3,0.085
CUST_01799,28,M,Employed,0.8,"500,000.00","41,666.00","379,168.27","54,617.00","297,326.00","27,224.00",0.758,662,5,4,0.364,0,0,1,4.8,3.8,150000,Business,60,0.113,0,0.3,0.364
CUST_01800,40,M,Self-employed,2.4,"500,000.00","41,666.00","31,819.72","24,681.00",0.00,"7,138.00",0.064,759,5,4,0.165,0,0,1,18.5,15.7,125093,Debt Consolidation,48,0.091,0,0.25,0.165
CUST_01801,34,M,Employed,1.4,"500,000.00","41,666.00","20,841.13","6,808.00",0.00,"14,033.00",0.042,809,6,6,0.045,0,0,1,16,12.4,81567,Home Improvement,48,0.074,0,0.163,0.045
CUST_01802,60,M,Employed,4.1,"500,000.00","41,666.00","83,082.00","83,082.00",0.00,0.00,0.166,802,8,2,0.554,0,0,1,23.9,16.1,105899,Medical,48,0.08,0,0.212,0.554
CUST_01803,51,F,Employed,0.8,"500,000.00","41,666.00","74,503.39","12,794.00","61,709.00",0.00,0.149,742,8,3,0.085,0,0,0,16.4,9.5,150000,Business,60,0.099,0,0.3,0.085
CUST_01804,34,F,Employed,7.4,"500,000.00","41,666.00","363,629.64","11,242.00","352,387.00",0.00,0.727,710,5,7,0.075,1,0,0,16,10.4,150000,Business,36,0.105,0,0.3,0.075
CUST_01805,36,F,Employed,1,"500,000.00","41,666.00","388,924.03","28,482.00","341,707.00","18,734.00",0.778,850,7,6,0.19,1,0,3,15.1,12.7,22563,Home Improvement,48,0.055,0,0.045,0.19
CUST_01806,70,M,Retired,14.8,"500,000.00","41,666.00","84,479.00","84,479.00",0.00,0.00,0.169,821,6,3,0.563,2,0,0,31.6,18,73747,Business,36,0.07,1,0.147,0.563
CUST_01807,41,F,Employed,7.4,"500,000.00","41,666.00","29,655.29","11,194.00",0.00,"18,461.00",0.059,692,3,4,0.075,3,0,3,19.9,12.3,150000,Medical,24,0.108,0,0.3,0.075
CUST_01808,25,M,Employed,6.5,"500,000.00","41,666.00","310,368.95","8,072.00","266,576.00","35,720.00",0.621,792,6,1,0.054,0,0,1,7,5.8,121690,Other,72,0.085,0,0.243,0.054
CUST_01809,33,M,Unemployed,0,"500,000.00","41,666.00","42,660.38","33,099.00",0.00,"9,561.00",0.085,777,7,4,,1,0,1,11.9,8.6,150000,Medical,36,0.093,0,0.3,0.221
CUST_01810,70,F,Employed,,"500,000.00","41,666.00","397,354.16","16,668.00","371,023.00","9,663.00",0.795,850,4,1,0.111,0,0,0,35.3,19.2,150000,Home Improvement,24,0.08,0,0.3,0.111
CUST_01811,65,M,Retired,4.2,"500,000.00","41,666.00","38,140.00","38,140.00",0.00,0.00,0.076,779,8,2,0.254,0,0,0,28.7,21.2,79428,Business,60,0.078,1,0.159,0.254
CUST_01812,32,F,Employed,5,"500,000.00","41,666.00","119,601.87","38,345.00","81,256.00",0.00,0.239,773,5,1,0.256,0,0,0,6.3,5.3,150000,Business,72,0.094,0,0.3,0.256
CUST_01813,50,F,Employed,2,"500,000.00","41,666.00","175,766.45","36,251.00","139,515.00",0.00,0.352,850,8,1,0.242,0,0,0,19.5,14.4,150000,Business,48,0.08,0,0.3,0.242
CUST_01814,64,F,Employed,5.2,"500,000.00","41,666.00","21,993.42","13,467.00",0.00,"8,526.00",0.044,850,6,6,0.09,0,0,0,35.3,29.6,66988,Home Improvement,48,0.063,0,0.134,0.09
CUST_01815,28,M,Part-time,0,"500,000.00","41,666.00","62,092.00","62,092.00",0.00,0.00,0.124,850,3,2,0.414,0,0,2,10,7.3,150000,Business,48,0.08,1,0.3,0.414
CUST_01816,66,F,Retired,4.5,"500,000.00","41,666.00","63,106.51","42,893.00",0.00,"20,213.00",0.126,697,11,3,0.286,0,0,0,30.3,18.4,150000,Debt Consolidation,72,0.107,0,0.3,0.286
CUST_01817,54,F,Employed,6.2,"500,000.00","41,666.00","235,461.46","11,428.00","218,091.00","5,942.00",0.471,717,3,0,0.076,0,0,2,18.8,15.7,150000,Other,36,0.103,0,0.3,0.076
CUST_01818,37,F,Self-employed,6.6,"500,000.00","41,666.00","3,355.00","3,355.00",0.00,0.00,0.007,,3,3,0.022,0,0,2,15.9,12.7,150000,Other,48,0.097,0,0.3,0.022
CUST_01819,57,F,Unemployed,0,"500,000.00","41,666.00","46,634.15","40,014.00",0.00,"6,620.00",0.093,736,9,5,0.267,1,0,2,25.9,13.8,146284,Home Improvement,24,0.099,0,0.293,0.267
CUST_01820,52,F,Employed,3.1,"500,000.00","41,666.00","34,129.00","34,129.00",0.00,0.00,0.068,850,6,4,0.228,1,0,0,18.7,13.5,150000,Debt Consolidation,36,0.08,0,0.3,0.228
CUST_01821,53,M,Self-employed,1.8,"500,000.00","41,666.00","152,693.32","54,862.00","97,831.00",0.00,0.305,850,8,0,0.366,0,0,2,20.3,13.9,150000,Debt Consolidation,48,0.08,0,0.3,0.366
CUST_01822,49,F,Employed,3.7,"500,000.00","41,666.00","310,637.59","41,344.00","269,293.00",0.00,0.621,850,2,2,,0,0,0,18.7,11.2,150000,Business,48,0.08,0,0.3,0.276
CUST_01823,35,F,Employed,3.4,"500,000.00","41,666.00","400,050.84","58,395.00","341,655.00",0.00,0.8,760,4,2,0.389,0,0,2,17,11.9,150000,Home Improvement,36,0.096,1,0.3,0.389
CUST_01824,37,F,Employed,9.5,"500,000.00","41,666.00","465,051.54","78,158.00","347,227.00","39,666.00",0.93,690,6,3,0.521,1,1,0,19,15.3,150000,Debt Consolidation,48,0.108,1,0.3,0.521
CUST_01825,43,F,Employed,6.7,"500,000.00","41,666.00","192,276.25","36,897.00","155,379.00",0.00,0.385,755,8,3,0.246,0,0,1,21.2,11,150000,Other,24,0.097,0,0.3,0.246
CUST_01826,48,M,Self-employed,12.5,"500,000.00",,"123,658.01","21,157.00","102,501.00",0.00,0.247,832,4,4,,0,1,1,25.2,16.9,72693,Medical,48,0.068,1,0.145,0.141
CUST_01827,58,M,Self-employed,7.7,"500,000.00","41,666.00","344,422.84","22,063.00","322,359.00",0.00,0.689,850,5,4,0.147,1,0,0,24.3,20,150000,Business,48,0.08,0,0.3,0.147
CUST_01828,70,F,Employed,6.5,"500,000.00","41,666.00","240,831.99","50,865.00","174,082.00","15,884.00",0.482,770,4,5,0.339,0,1,1,29,23.5,150000,Debt Consolidation,36,0.094,0,0.3,0.339
CUST_01829,51,M,Employed,5.9,"500,000.00",,"312,408.86","9,159.00","278,843.00","24,406.00",0.625,817,6,2,0.061,0,0,2,25.5,20.7,139192,Home Improvement,60,0.084,0,0.278,0.061
CUST_01830,58,M,Employed,0,"500,000.00","41,666.00","31,898.00","31,898.00",0.00,0.00,0.064,850,7,2,0.213,1,0,1,40,33.8,91389,Debt Consolidation,36,0.068,0,0.183,0.213
